hog	anaPla	aptFor	aptHaa	aptOwe	aptRow	aquChr	balReg	calAnn	casCas	chaPel	chaVoc	colLiv	corBra	cryCin	cucCan	droNov	egrGar	eudEle	falPer	ficAlb	fulGla	galGal	geoFor	halLeu	lepDis	melGal	melUnd	mesUni	nipNip	notPer	picPub	pseHum	pygAde	rheAme	rhePen	serCan	strCam	taeGut	tinGut	align_len	avg_gapped_len	avg_ident	gaps_bp_tot	gaps_bp_avg	missing_ct	dup_ct
4317	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	204	181.9	85.11	0.04	0.05	3	0
4318	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	NA	1	1	1	2	1	1	1	1	1	1	1	882	614.18	83.33	0.2	0.67	1	6
4319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1171	1087.95	95.04	0.01	0.01	1	0
432	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	405	322.51	93.45	0.09	0.16	0	5
4320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	667	476.04	93.58	0.11	2.68	0	0
43208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	178	154.45	96.3	0.02	0.03	1	0
4321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	607	363.75	94.47	0.13	0.12	2	0
4322	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	324	264.97	89.37	0.12	0.19	3	0
43231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	554	394.24	88.75	0.05	0.05	0	0
43237	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	547	441.02	94.54	0.12	0.51	0	2
43240	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	631	597.3	84.8	0.02	0.02	0	1
43248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	360	324.58	95.07	0.02	0.02	0	1
4326	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	1	1	1	NA	1	NA	NA	194	119.36	75	0.31	0.38	16	0
43262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	510	501.31	96.06	0.02	0.02	0	0
43263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	695	625.64	87.52	0.03	0.1	0	0
43265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	595	580.74	94.43	0.01	0.01	0	0
43278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	717	697.6	95.55	0.02	0.02	0	0
4328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	656	596.71	89.11	0.02	0.02	0	0
43280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	695	646.17	95.19	0.04	0.04	0	0
43286	1	1	1	1	1	1	1	NA	1	1	1	1	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	NA	1	1	1	NA	1	NA	NA	357	268.38	59.91	0.2	0.25	11	0
43289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	385	367.93	99.38	0.03	0.03	1	0
4329	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1155	997.45	76.42	0.07	0.09	1	0
43292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	517	424.85	74.17	0.04	0.04	2	0
43295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	621	533.48	87.29	0.13	0.14	1	0
43296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	499	443.81	80.18	0.03	0.04	0	0
43302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	546	480.71	92.88	0.01	0.01	1	0
4331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1289	1018.6	94.06	0.13	0.19	0	0
43312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	536	519.57	99.22	0.02	0.02	0	0
43315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	715	707.19	87.36	0.01	0.01	0	0
4332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	839	665.53	65.31	0.1	0.11	2	0
4333	1	1	2	2	2	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	701	476.07	83.43	0.13	0.17	4	3
43346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	293	284.93	95.92	0	0	0	0
4335	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	240	157.5	96.57	0.09	0.1	2	0
43358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	262	231.18	98.35	0.02	0.03	2	0
4336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	895	786.38	95.25	0.05	0.28	0	0
4337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	286	242.6	92.29	0.04	0.04	3	0
43379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	413	404.86	95.09	0	0	0	0
43381	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	527	497.82	92.27	0	0.01	2	0
43386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	189	182.83	99.34	0	0	0	0
4339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1829	1537.09	94.61	0.03	0.03	0	0
4340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	595	486.52	89.4	0.08	0.12	3	0
43405	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	NA	1	1	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	259	192.21	55.91	0.22	0.24	17	0
43421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	537	471.85	94.76	0.05	0.05	1	0
43427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1030	976.71	89.73	0.01	0.02	0	0
4343	1	1	1	1	1	1	NA	NA	1	NA	1	1	NA	1	NA	1	NA	1	NA	1	NA	NA	1	1	NA	1	NA	NA	NA	1	NA	1	1	1	1	NA	1	1	NA	696	365.08	68.06	0.32	0.41	16	0
43430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1264	1158.93	93.46	0.06	0.06	0	0
4344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	197	164.44	99.28	0.01	0.09	0	1
43445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	301	238.28	85.77	0.06	0.06	0	1
43448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	241	235.98	82.47	0.01	0.02	0	0
4346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1902	1487.34	89.22	0.12	0.13	1	0
43462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	465	387.93	92.06	0.05	0.05	0	1
4347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3035	2099.3	74.59	0.06	0.5	0	0
43474	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	2	1	1	1	2	NA	1	1	1	1	1	1	1	1	1	1	1	1	418	346.6	94.3	0.09	0.09	2	2
43485	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	366	272.26	87.41	0.07	0.08	1	1
4349	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	955	586.7	78.76	0.15	0.24	0	4
43492	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	175	166.79	88.3	0.02	0.02	3	0
4350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	378	317.85	97.92	0.06	0.12	0	2
43505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	710	693.05	90.93	0.01	0.01	0	0
4351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1753	1519.6	84.1	0.06	1.49	0	0
4352	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	533	354.13	91.63	0.25	0.27	4	0
43525	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	466	358.92	78.84	0.16	0.17	6	0
4353	1	1	NA	NA	NA	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	393	243.19	88.57	0.08	0.09	11	0
4354	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	508	327.19	89.54	0.23	0.25	0	6
43546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	381	369.02	98.68	0	0	0	0
4355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	605	364.43	87.82	0.19	0.19	0	1
43551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	595	407.62	85.82	0.09	0.09	0	0
43558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	708	700.4	98.73	0.01	0.01	0	0
43569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	245	238.67	88.81	0.02	0.02	0	0
43579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	413	320.26	86.55	0.05	0.05	0	0
4358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	287	216.41	92.13	0.11	0.15	0	0
43583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	482	407.68	98.54	0.02	0.02	2	0
43585	1	1	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	369	365.46	92.51	0	0	3	0
4359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	471	374.92	92.62	0.05	0.1	1	0
43599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	419	414.19	86.04	0	0	0	0
4360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	500	437.93	94.32	0.03	0.09	1	0
43602	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	848	801.73	97.66	0	0	1	0
43603	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	195	193	91.13	0	0	0	0
43607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	518	410.71	83.63	0.08	0.11	1	0
43609	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	401	248.15	81.26	0.17	0.17	2	0
4361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2680	2463.6	95.76	0.03	0.15	0	0
43612	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	514	386.8	83.18	0.06	0.08	2	0
4362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	245	194.47	97.56	0.11	0.15	2	0
43620	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	372	358.12	94.55	0.01	0.01	1	0
4363	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	NA	1	1	1	1	1	1	1	NA	137	93.89	77.35	0.21	0.21	7	0
43633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	330	256.24	87.6	0.1	0.1	0	0
43634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	369	338.83	72.59	0.03	0.04	0	0
43636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	806	789.36	88.42	0.02	0.02	0	0
4364	1	1	NA	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	604	466.2	93.43	0.1	0.11	4	0
43642	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	217	202.49	99.46	0	0	1	0
43652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	496	486.43	90.5	0.01	0.01	0	0
43672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	2	1	247	206.79	85.1	0.03	0.04	1	1
43682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	394	277.4	94.6	0.08	0.08	0	0
43689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	590	500.98	80.91	0.03	0.03	0	0
4369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1153	931.11	90.94	0.09	0.24	0	0
4370	NA	1	1	1	1	1	NA	1	1	1	NA	NA	NA	1	1	1	NA	NA	1	1	NA	1	NA	1	NA	1	1	NA	1	1	1	1	1	1	1	1	NA	NA	NA	965	574.38	86.72	0.45	0.59	14	0
43713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	796	785.24	97.47	0.01	0.02	0	0
4372	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	124	92.44	78.49	0.2	0.2	0	5
43721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	549	526.43	94.83	0.02	0.02	0	1
4373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	664	587.84	90.08	0.06	0.14	0	0
43739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	382	352.6	98.12	0.04	0.05	0	0
4374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	362	283.88	98.17	0.04	0.06	1	0
43741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	699	584.14	96.59	0.06	0.07	0	0
43748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	239	160.33	86.53	0.04	0.04	0	0
4376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	504	359.26	96.44	0.06	0.07	0	0
43760	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	418	413.78	97.27	0.01	0.01	1	0
43767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	743	700.61	96.43	0.01	0.01	0	0
4377	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	102	70.59	98.89	0.02	0.01	5	0
43773	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	2	1	296	204.71	80.19	0.09	0.09	2	1
43774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	539	513.76	81.37	0.03	0.04	1	0
43781	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	402	331.98	96	0.05	0.05	0	0
43782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	495	355.36	97.09	0.05	0.05	0	0
4379	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	297	215	89.54	0.07	0.09	4	0
43793	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	673	625.48	94.61	0.04	0.04	0	0
43800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	364	242.41	95.29	0.05	0.05	1	0
43803	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	307	285.12	93.07	0.03	0.04	1	0
43808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	833	693.07	94.71	0.11	0.11	0	0
43809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	478	467.93	97.2	0	0	0	0
4381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	849	672.73	77.41	0.12	0.19	0	0
43811	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	330	301.41	91.72	0.03	0.06	0	1
4382	1	1	NA	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	297	248.72	95.61	0.1	0.12	5	1
43824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	428	390.9	96.41	0.03	0.03	0	0
43828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	275	257.85	95.14	0.03	0.06	1	0
4383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	277	152.81	85.48	0.16	0.15	0	0
4384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	384	337.49	81.4	0.08	0.1	1	0
43844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	219	203.98	96.82	0.01	0.01	0	0
4385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	975	759.65	81.11	0.12	0.14	0	0
43852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	664	653.57	86.68	0.01	0.01	0	0
43854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	361	317.56	98.82	0.01	0.01	1	0
4386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1188	1062.52	86.86	0.05	0.06	0	0
43865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	495	424.98	96.58	0.02	0.02	0	0
43871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1135	1038.79	98.2	0.01	0.01	0	0
