# Assembly name:  Gallus_gallus-4.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2011-11-22
# Synonyms:       galGal4	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN03
# Assembly method: Celera Assembler v. 5.4
# Genome coverage: 12X
# Sequencing technology: Sanger; 454
# GenBank assembly accession: GCA_000002315.2
# RefSeq assembly accession: GCF_000002315.3
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.2	GCF_000000185.2	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrUn_7180000974713	unplaced-scaffold	na	na	AADN03016490.1	=	NW_003776122.1	Primary Assembly	1035	chrUn_AADN03016490
ChrUn_7180000969589	unplaced-scaffold	na	na	AADN03016491.1	=	NW_003772291.1	Primary Assembly	1407	chrUn_AADN03016491
ChrUn_7180000979542	unplaced-scaffold	na	na	AADN03016492.1	=	NW_003779987.1	Primary Assembly	4757	chrUn_AADN03016492
ChrUn_7180000964423	unplaced-scaffold	na	na	AADN03016493.1	=	NW_003768373.1	Primary Assembly	1710	chrUn_AADN03016493
ChrUn_7180000962622	unplaced-scaffold	na	na	AADN03016494.1	=	NW_003766963.1	Primary Assembly	1123	chrUn_AADN03016494
ChrUn_7180000979079	unplaced-scaffold	na	na	AADN03016495.1	=	NW_003779657.1	Primary Assembly	6118	chrUn_AADN03016495
ChrUn_7180000971290	unplaced-scaffold	na	na	AADN03016496.1	=	NW_003773131.1	Primary Assembly	1000	chrUn_AADN03016496
ChrUn_7180000966228	unplaced-scaffold	na	na	AADN03016497.1	=	NW_003769919.1	Primary Assembly	1131	chrUn_AADN03016497
ChrUn_7180000972500	unplaced-scaffold	na	na	AADN03016498.1	=	NW_003774158.1	Primary Assembly	2669	chrUn_AADN03016498
ChrUn_7180000973494	unplaced-scaffold	na	na	AADN03016501.1	=	NW_003775025.1	Primary Assembly	1218	chrUn_AADN03016501
ChrUn_7180000967967	unplaced-scaffold	na	na	AADN03016502.1	=	NW_003771338.1	Primary Assembly	1018	chrUn_AADN03016502
ChrUn_7180000974703	unplaced-scaffold	na	na	AADN03016503.1	=	NW_003776113.1	Primary Assembly	1282	chrUn_AADN03016503
ChrUn_7180000964793	unplaced-scaffold	na	na	AADN03016504.1	=	NW_003768685.1	Primary Assembly	1081	chrUn_AADN03016504
ChrUn_7180000972370	unplaced-scaffold	na	na	AADN03016506.1	=	NW_003774040.1	Primary Assembly	1480	chrUn_AADN03016506
ChrUn_7180000976203	unplaced-scaffold	na	na	AADN03016507.1	=	NW_003777496.1	Primary Assembly	1899	chrUn_AADN03016507
ChrUn_7180000967514	unplaced-scaffold	na	na	AADN03016508.1	=	NW_003771025.1	Primary Assembly	1236	chrUn_AADN03016508
ChrUn_7180000963345	unplaced-scaffold	na	na	AADN03016509.1	=	NW_003767503.1	Primary Assembly	1200	chrUn_AADN03016509
ChrUn_7180000979164	unplaced-scaffold	na	na	AADN03016511.1	=	NW_003779716.1	Primary Assembly	6167	chrUn_AADN03016511
ChrUn_7180000974829	unplaced-scaffold	na	na	AADN03016512.1	=	NW_003776229.1	Primary Assembly	1333	chrUn_AADN03016512
ChrUn_7180000962588	unplaced-scaffold	na	na	AADN03016513.1	=	NW_003766940.1	Primary Assembly	1269	chrUn_AADN03016513
ChrUn_7180000964798	unplaced-scaffold	na	na	AADN03016516.1	=	NW_003768688.1	Primary Assembly	1170	chrUn_AADN03016516
ChrUn_7180000961245	unplaced-scaffold	na	na	AADN03016517.1	=	NW_003766191.1	Primary Assembly	7549	chrUn_AADN03016517
ChrUn_7180000970804	unplaced-scaffold	na	na	AADN03016518.1	=	NW_003772736.1	Primary Assembly	1080	chrUn_AADN03016518
ChrUn_7180000964077	unplaced-scaffold	na	na	AADN03016519.1	=	NW_003768076.1	Primary Assembly	1503	chrUn_AADN03016519
ChrUn_7180000971834	unplaced-scaffold	na	na	AADN03016520.1	=	NW_003773585.1	Primary Assembly	1165	chrUn_AADN03016520
ChrUn_7180000967511	unplaced-scaffold	na	na	AADN03016521.1	=	NW_003771022.1	Primary Assembly	1002	chrUn_AADN03016521
ChrUn_7180000968446	unplaced-scaffold	na	na	AADN03016522.1	=	NW_003771688.1	Primary Assembly	1897	chrUn_AADN03016522
ChrUn_7180000971065	unplaced-scaffold	na	na	AADN03016523.1	=	NW_003772940.1	Primary Assembly	1005	chrUn_AADN03016523
ChrUn_7180000971961	unplaced-scaffold	na	na	AADN03016524.1	=	NW_003773691.1	Primary Assembly	1097	chrUn_AADN03016524
ChrUn_7180000974170	unplaced-scaffold	na	na	AADN03016526.1	=	NW_003775633.1	Primary Assembly	1150	chrUn_AADN03016526
ChrUn_7180000976711	unplaced-scaffold	na	na	AADN03016527.1	=	NW_003777972.1	Primary Assembly	2448	chrUn_AADN03016527
ChrUn_7180000968477	unplaced-scaffold	na	na	AADN03016530.1	=	NW_003771719.1	Primary Assembly	2004	chrUn_AADN03016530
ChrUn_7180000974322	unplaced-scaffold	na	na	AADN03016531.1	=	NW_003775768.1	Primary Assembly	1213	chrUn_AADN03016531
ChrUn_7180000971022	unplaced-scaffold	na	na	AADN03016532.1	=	NW_003772910.1	Primary Assembly	1561	chrUn_AADN03016532
ChrUn_7180000971419	unplaced-scaffold	na	na	AADN03016533.1	=	NW_003773239.1	Primary Assembly	1107	chrUn_AADN03016533
ChrUn_7180000965295	unplaced-scaffold	na	na	AADN03016534.1	=	NW_003769113.1	Primary Assembly	1114	chrUn_AADN03016534
ChrUn_7180000965201	unplaced-scaffold	na	na	AADN03016535.1	=	NW_003769026.1	Primary Assembly	1038	chrUn_AADN03016535
ChrUn_7180000964623	unplaced-scaffold	na	na	AADN03016536.1	=	NW_003768537.1	Primary Assembly	1126	chrUn_AADN03016536
ChrUn_7180000976771	unplaced-scaffold	na	na	AADN03016537.1	=	NW_003778028.1	Primary Assembly	1026	chrUn_AADN03016537
ChrUn_7180000969469	unplaced-scaffold	na	na	AADN03016538.1	=	NW_003772182.1	Primary Assembly	1049	chrUn_AADN03016538
ChrUn_7180000971144	unplaced-scaffold	na	na	AADN03016540.1	=	NW_003773009.1	Primary Assembly	1110	chrUn_AADN03016540
ChrUn_7180000973871	unplaced-scaffold	na	na	AADN03016542.1	=	NW_003775358.1	Primary Assembly	1034	chrUn_AADN03016542
ChrUn_7180000979454	unplaced-scaffold	na	na	AADN03016543.1	=	NW_003779926.1	Primary Assembly	6516	chrUn_AADN03016543
ChrUn_7180000971524	unplaced-scaffold	na	na	AADN03016544.1	=	NW_003773328.1	Primary Assembly	1288	chrUn_AADN03016544
ChrUn_7180000967825	unplaced-scaffold	na	na	AADN03016545.1	=	NW_003771200.1	Primary Assembly	1298	chrUn_AADN03016545
ChrUn_7180000976947	unplaced-scaffold	na	na	AADN03016546.1	=	NW_003778192.1	Primary Assembly	1483	chrUn_AADN03016546
ChrUn_7180000964549	unplaced-scaffold	na	na	AADN03016547.1	=	NW_003768478.1	Primary Assembly	1337	chrUn_AADN03016547
ChrUn_7180000978412	unplaced-scaffold	na	na	AADN03016549.1	=	NW_003779339.1	Primary Assembly	1470	chrUn_AADN03016549
ChrUn_7180000972585	unplaced-scaffold	na	na	AADN03016550.1	=	NW_003774235.1	Primary Assembly	1058	chrUn_AADN03016550
ChrUn_7180000962303	unplaced-scaffold	na	na	AADN03016551.1	=	NW_003766741.1	Primary Assembly	5541	chrUn_AADN03016551
ChrUn_7180000962930	unplaced-scaffold	na	na	AADN03016552.1	=	NW_003767194.1	Primary Assembly	1368	chrUn_AADN03016552
ChrUn_7180000979258	unplaced-scaffold	na	na	AADN03016553.1	=	NW_003779778.1	Primary Assembly	9498	chrUn_AADN03016553
ChrUn_7180000964503	unplaced-scaffold	na	na	AADN03016555.1	=	NW_003768437.1	Primary Assembly	1081	chrUn_AADN03016555
ChrUn_7180000964532	unplaced-scaffold	na	na	AADN03016556.1	=	NW_003768463.1	Primary Assembly	1252	chrUn_AADN03016556
ChrUn_7180000962564	unplaced-scaffold	na	na	AADN03016557.1	=	NW_003766919.1	Primary Assembly	1034	chrUn_AADN03016557
ChrUn_7180000966784	unplaced-scaffold	na	na	AADN03016559.1	=	NW_003770396.1	Primary Assembly	1328	chrUn_AADN03016559
ChrUn_7180000977071	unplaced-scaffold	na	na	AADN03016562.1	=	NW_003778303.1	Primary Assembly	2923	chrUn_AADN03016562
ChrUn_7180000962429	unplaced-scaffold	na	na	AADN03016564.1	=	NW_003766826.1	Primary Assembly	1310	chrUn_AADN03016564
ChrUn_7180000980012	unplaced-scaffold	na	na	AADN03016565.1	=	NW_003780264.1	Primary Assembly	1027	chrUn_AADN03016565
ChrUn_7180000971367	unplaced-scaffold	na	na	AADN03016566.1	=	NW_003773194.1	Primary Assembly	1055	chrUn_AADN03016566
ChrUn_7180000977090	unplaced-scaffold	na	na	AADN03016567.1	=	NW_003778321.1	Primary Assembly	1119	chrUn_AADN03016567
ChrUn_7180000969023	unplaced-scaffold	na	na	AADN03016568.1	=	NW_003771985.1	Primary Assembly	1364	chrUn_AADN03016568
ChrUn_7180000962895	unplaced-scaffold	na	na	AADN03016569.1	=	NW_003767169.1	Primary Assembly	1552	chrUn_AADN03016569
ChrUn_7180000968774	unplaced-scaffold	na	na	AADN03016570.1	=	NW_003771909.1	Primary Assembly	1089	chrUn_AADN03016570
ChrUn_7180000964504	unplaced-scaffold	na	na	AADN03016572.1	=	NW_003768438.1	Primary Assembly	1382	chrUn_AADN03016572
ChrUn_7180000966471	unplaced-scaffold	na	na	AADN03016573.1	=	NW_003770126.1	Primary Assembly	1694	chrUn_AADN03016573
ChrUn_7180000979811	unplaced-scaffold	na	na	AADN03016574.1	=	NW_003780103.1	Primary Assembly	1060	chrUn_AADN03016574
ChrUn_7180000964733	unplaced-scaffold	na	na	AADN03016575.1	=	NW_003768634.1	Primary Assembly	1048	chrUn_AADN03016575
ChrUn_7180000977570	unplaced-scaffold	na	na	AADN03016576.1	=	NW_003778734.1	Primary Assembly	2142	chrUn_AADN03016576
ChrUn_7180000976399	unplaced-scaffold	na	na	AADN03016577.1	=	NW_003777679.1	Primary Assembly	1267	chrUn_AADN03016577
ChrUn_7180000972444	unplaced-scaffold	na	na	AADN03016578.1	=	NW_003774105.1	Primary Assembly	1019	chrUn_AADN03016578
ChrUn_7180000965640	unplaced-scaffold	na	na	AADN03016580.1	=	NW_003769412.1	Primary Assembly	6473	chrUn_AADN03016580
ChrUn_7180000979574	unplaced-scaffold	na	na	AADN03016582.1	=	NW_003780011.1	Primary Assembly	11585	chrUn_AADN03016582
ChrUn_7180000965178	unplaced-scaffold	na	na	AADN03016583.1	=	NW_003769003.1	Primary Assembly	1281	chrUn_AADN03016583
ChrUn_7180000963248	unplaced-scaffold	na	na	AADN03016584.1	=	NW_003767427.1	Primary Assembly	1069	chrUn_AADN03016584
ChrUn_7180000973526	unplaced-scaffold	na	na	AADN03016587.1	=	NW_003775056.1	Primary Assembly	1009	chrUn_AADN03016587
ChrUn_7180000973147	unplaced-scaffold	na	na	AADN03016589.1	=	NW_003774730.1	Primary Assembly	1238	chrUn_AADN03016589
ChrUn_7180000977953	unplaced-scaffold	na	na	AADN03016590.1	=	NW_003779043.1	Primary Assembly	1343	chrUn_AADN03016590
ChrUn_7180000974676	unplaced-scaffold	na	na	AADN03016591.1	=	NW_003776087.1	Primary Assembly	1070	chrUn_AADN03016591
ChrUn_7180000962653	unplaced-scaffold	na	na	AADN03016592.1	=	NW_003766987.1	Primary Assembly	1088	chrUn_AADN03016592
ChrUn_7180000967429	unplaced-scaffold	na	na	AADN03016593.1	=	NW_003770945.1	Primary Assembly	1240	chrUn_AADN03016593
ChrUn_7180000966330	unplaced-scaffold	na	na	AADN03016594.1	=	NW_003770010.1	Primary Assembly	1946	chrUn_AADN03016594
ChrUn_7180000976194	unplaced-scaffold	na	na	AADN03016595.1	=	NW_003777487.1	Primary Assembly	1132	chrUn_AADN03016595
ChrUn_7180000964573	unplaced-scaffold	na	na	AADN03016596.1	=	NW_003768496.1	Primary Assembly	1174	chrUn_AADN03016596
ChrUn_7180000972640	unplaced-scaffold	na	na	AADN03016597.1	=	NW_003774284.1	Primary Assembly	1032	chrUn_AADN03016597
ChrUn_7180000975887	unplaced-scaffold	na	na	AADN03016598.1	=	NW_003777198.1	Primary Assembly	1465	chrUn_AADN03016598
ChrUn_7180000975175	unplaced-scaffold	na	na	AADN03016599.1	=	NW_003776534.1	Primary Assembly	1767	chrUn_AADN03016599
ChrUn_7180000974304	unplaced-scaffold	na	na	AADN03016600.1	=	NW_003775751.1	Primary Assembly	10789	chrUn_AADN03016600
ChrUn_7180000963298	unplaced-scaffold	na	na	AADN03016601.1	=	NW_003767469.1	Primary Assembly	7426	chrUn_AADN03016601
ChrUn_7180000978571	unplaced-scaffold	na	na	AADN03016602.1	=	NW_003779413.1	Primary Assembly	1307	chrUn_AADN03016602
ChrUn_7180000977262	unplaced-scaffold	na	na	AADN03016603.1	=	NW_003778478.1	Primary Assembly	1139	chrUn_AADN03016603
ChrUn_7180000976433	unplaced-scaffold	na	na	AADN03016604.1	=	NW_003777712.1	Primary Assembly	1003	chrUn_AADN03016604
ChrUn_7180000974236	unplaced-scaffold	na	na	AADN03016605.1	=	NW_003775693.1	Primary Assembly	1322	chrUn_AADN03016605
ChrUn_7180000977128	unplaced-scaffold	na	na	AADN03016606.1	=	NW_003778354.1	Primary Assembly	1024	chrUn_AADN03016606
ChrUn_7180000962128	unplaced-scaffold	na	na	AADN03016607.1	=	NW_003766626.1	Primary Assembly	1131	chrUn_AADN03016607
ChrUn_7180000962487	unplaced-scaffold	na	na	AADN03016608.1	=	NW_003766866.1	Primary Assembly	1125	chrUn_AADN03016608
ChrUn_7180000965590	unplaced-scaffold	na	na	AADN03016609.1	=	NW_003769370.1	Primary Assembly	1140	chrUn_AADN03016609
ChrUn_7180000963017	unplaced-scaffold	na	na	AADN03016610.1	=	NW_003767252.1	Primary Assembly	1106	chrUn_AADN03016610
ChrUn_7180000975775	unplaced-scaffold	na	na	AADN03016612.1	=	NW_003777089.1	Primary Assembly	1024	chrUn_AADN03016612
ChrUn_7180000974483	unplaced-scaffold	na	na	AADN03016613.1	=	NW_003775914.1	Primary Assembly	1009	chrUn_AADN03016613
ChrUn_7180000974822	unplaced-scaffold	na	na	AADN03016614.1	=	NW_003776222.1	Primary Assembly	1272	chrUn_AADN03016614
ChrUn_7180000963464	unplaced-scaffold	na	na	AADN03016615.1	=	NW_003767586.1	Primary Assembly	1245	chrUn_AADN03016615
ChrUn_7180000962192	unplaced-scaffold	na	na	AADN03016616.1	=	NW_003766664.1	Primary Assembly	1254	chrUn_AADN03016616
ChrUn_7180000963592	unplaced-scaffold	na	na	AADN03016617.1	=	NW_003767685.1	Primary Assembly	1088	chrUn_AADN03016617
ChrUn_7180000978740	unplaced-scaffold	na	na	AADN03016618.1	=	NW_003779490.1	Primary Assembly	1454	chrUn_AADN03016618
ChrUn_7180000976831	unplaced-scaffold	na	na	AADN03016619.1	=	NW_003778082.1	Primary Assembly	1136	chrUn_AADN03016619
ChrUn_7180000973744	unplaced-scaffold	na	na	AADN03016620.1	=	NW_003775253.1	Primary Assembly	6149	chrUn_AADN03016620
ChrUn_7180000978268	unplaced-scaffold	na	na	AADN03016621.1	=	NW_003779243.1	Primary Assembly	1187	chrUn_AADN03016621
ChrUn_7180000968779	unplaced-scaffold	na	na	AADN03016623.1	=	NW_003771913.1	Primary Assembly	1097	chrUn_AADN03016623
ChrUn_7180000971197	unplaced-scaffold	na	na	AADN03016624.1	=	NW_003773054.1	Primary Assembly	1084	chrUn_AADN03016624
ChrUn_7180000971223	unplaced-scaffold	na	na	AADN03016625.1	=	NW_003773074.1	Primary Assembly	1127	chrUn_AADN03016625
ChrUn_7180000967246	unplaced-scaffold	na	na	AADN03016627.1	=	NW_003770800.1	Primary Assembly	1950	chrUn_AADN03016627
ChrUn_7180000967184	unplaced-scaffold	na	na	AADN03016628.1	=	NW_003770739.1	Primary Assembly	1362	chrUn_AADN03016628
ChrUn_7180000976654	unplaced-scaffold	na	na	AADN03016629.1	=	NW_003777919.1	Primary Assembly	1158	chrUn_AADN03016629
ChrUn_7180000968760	unplaced-scaffold	na	na	AADN03016630.1	=	NW_003771897.1	Primary Assembly	1128	chrUn_AADN03016630
ChrUn_7180000969458	unplaced-scaffold	na	na	AADN03016631.1	=	NW_003772173.1	Primary Assembly	1327	chrUn_AADN03016631
ChrUn_7180000975258	unplaced-scaffold	na	na	AADN03016632.1	=	NW_003776613.1	Primary Assembly	1809	chrUn_AADN03016632
ChrUn_7180000965358	unplaced-scaffold	na	na	AADN03016633.1	=	NW_003769169.1	Primary Assembly	1322	chrUn_AADN03016633
ChrUn_7180000964721	unplaced-scaffold	na	na	AADN03016634.1	=	NW_003768624.1	Primary Assembly	1189	chrUn_AADN03016634
ChrUn_7180000972462	unplaced-scaffold	na	na	AADN03016635.1	=	NW_003774122.1	Primary Assembly	1181	chrUn_AADN03016635
ChrUn_7180000974809	unplaced-scaffold	na	na	AADN03016636.1	=	NW_003776210.1	Primary Assembly	1106	chrUn_AADN03016636
ChrUn_7180000973475	unplaced-scaffold	na	na	AADN03016637.1	=	NW_003775012.1	Primary Assembly	1290	chrUn_AADN03016637
ChrUn_7180000964685	unplaced-scaffold	na	na	AADN03016638.1	=	NW_003768594.1	Primary Assembly	1433	chrUn_AADN03016638
ChrUn_7180000965436	unplaced-scaffold	na	na	AADN03016639.1	=	NW_003769236.1	Primary Assembly	1046	chrUn_AADN03016639
ChrUn_7180000969980	unplaced-scaffold	na	na	AADN03016640.1	=	NW_003772404.1	Primary Assembly	1030	chrUn_AADN03016640
ChrUn_7180000969110	unplaced-scaffold	na	na	AADN03016641.1	=	NW_003772063.1	Primary Assembly	1847	chrUn_AADN03016641
ChrUn_7180000967076	unplaced-scaffold	na	na	AADN03016642.1	=	NW_003770649.1	Primary Assembly	1195	chrUn_AADN03016642
ChrUn_7180000966852	unplaced-scaffold	na	na	AADN03016643.1	=	NW_003770455.1	Primary Assembly	1301	chrUn_AADN03016643
ChrUn_7180000975937	unplaced-scaffold	na	na	AADN03016644.1	=	NW_003777246.1	Primary Assembly	1279	chrUn_AADN03016644
ChrUn_7180000971102	unplaced-scaffold	na	na	AADN03016645.1	=	NW_003772972.1	Primary Assembly	2870	chrUn_AADN03016645
ChrUn_7180000961963	unplaced-scaffold	na	na	AADN03016646.1	=	NW_003766520.1	Primary Assembly	1224	chrUn_AADN03016646
ChrUn_7180000977776	unplaced-scaffold	na	na	AADN03016648.1	=	NW_003778896.1	Primary Assembly	1666	chrUn_AADN03016648
ChrUn_7180000976387	unplaced-scaffold	na	na	AADN03016649.1	=	NW_003777668.1	Primary Assembly	2469	chrUn_AADN03016649
ChrUn_7180000963524	unplaced-scaffold	na	na	AADN03016650.1	=	NW_003767629.1	Primary Assembly	1628	chrUn_AADN03016650
ChrUn_7180000969971	unplaced-scaffold	na	na	AADN03016652.1	=	NW_003772395.1	Primary Assembly	1102	chrUn_AADN03016652
ChrUn_7180000977755	unplaced-scaffold	na	na	AADN03016653.1	=	NW_003778875.1	Primary Assembly	1084	chrUn_AADN03016653
ChrUn_7180000965700	unplaced-scaffold	na	na	AADN03016654.1	=	NW_003769458.1	Primary Assembly	1011	chrUn_AADN03016654
ChrUn_7180000978845	unplaced-scaffold	na	na	AADN03016655.1	=	NW_003779533.1	Primary Assembly	1254	chrUn_AADN03016655
ChrUn_7180000976755	unplaced-scaffold	na	na	AADN03016656.1	=	NW_003778013.1	Primary Assembly	1174	chrUn_AADN03016656
ChrUn_7180000967170	unplaced-scaffold	na	na	AADN03016658.1	=	NW_003770736.1	Primary Assembly	1470	chrUn_AADN03016658
ChrUn_7180000964418	unplaced-scaffold	na	na	AADN03016659.1	=	NW_003768368.1	Primary Assembly	1049	chrUn_AADN03016659
ChrUn_7180000972562	unplaced-scaffold	na	na	AADN03016662.1	=	NW_003774213.1	Primary Assembly	1338	chrUn_AADN03016662
ChrUn_7180000975103	unplaced-scaffold	na	na	AADN03016663.1	=	NW_003776468.1	Primary Assembly	915	chrUn_AADN03016663
ChrUn_7180000975041	unplaced-scaffold	na	na	AADN03016664.1	=	NW_003776411.1	Primary Assembly	1351	chrUn_AADN03016664
ChrUn_7180000966007	unplaced-scaffold	na	na	AADN03016665.1	=	NW_003769720.1	Primary Assembly	1147	chrUn_AADN03016665
ChrUn_7180000970958	unplaced-scaffold	na	na	AADN03016666.1	=	NW_003772857.1	Primary Assembly	1055	chrUn_AADN03016666
ChrUn_7180000961809	unplaced-scaffold	na	na	AADN03016667.1	=	NW_003766437.1	Primary Assembly	1255	chrUn_AADN03016667
ChrUn_7180000971765	unplaced-scaffold	na	na	AADN03016668.1	=	NW_003773528.1	Primary Assembly	1163	chrUn_AADN03016668
ChrUn_7180000978294	unplaced-scaffold	na	na	AADN03016670.1	=	NW_003779268.1	Primary Assembly	1083	chrUn_AADN03016670
ChrUn_7180000971254	unplaced-scaffold	na	na	AADN03016671.1	=	NW_003773098.1	Primary Assembly	1065	chrUn_AADN03016671
ChrUn_7180000969016	unplaced-scaffold	na	na	AADN03016672.1	=	NW_003771978.1	Primary Assembly	1278	chrUn_AADN03016672
ChrUn_7180000979277	unplaced-scaffold	na	na	AADN03016673.1	=	NW_003779796.1	Primary Assembly	5730	chrUn_AADN03016673
ChrUn_7180000962273	unplaced-scaffold	na	na	AADN03016676.1	=	NW_003766719.1	Primary Assembly	11839	chrUn_AADN03016676
ChrUn_7180000977283	unplaced-scaffold	na	na	AADN03016677.1	=	NW_003778498.1	Primary Assembly	1434	chrUn_AADN03016677
ChrUn_7180000974019	unplaced-scaffold	na	na	AADN03016678.1	=	NW_003775487.1	Primary Assembly	1427	chrUn_AADN03016678
ChrUn_7180000973059	unplaced-scaffold	na	na	AADN03016679.1	=	NW_003774657.1	Primary Assembly	1485	chrUn_AADN03016679
ChrUn_7180000978056	unplaced-scaffold	na	na	AADN03016681.1	=	NW_003779102.1	Primary Assembly	1076	chrUn_AADN03016681
ChrUn_7180000968776	unplaced-scaffold	na	na	AADN03016682.1	=	NW_003771911.1	Primary Assembly	1419	chrUn_AADN03016682
ChrUn_7180000969038	unplaced-scaffold	na	na	AADN03016683.1	=	NW_003771998.1	Primary Assembly	1592	chrUn_AADN03016683
ChrUn_7180000972886	unplaced-scaffold	na	na	AADN03016684.1	=	NW_003774509.1	Primary Assembly	1041	chrUn_AADN03016684
ChrUn_7180000965211	unplaced-scaffold	na	na	AADN03016685.1	=	NW_003769036.1	Primary Assembly	1084	chrUn_AADN03016685
ChrUn_7180000977875	unplaced-scaffold	na	na	AADN03016686.1	=	NW_003778982.1	Primary Assembly	2629	chrUn_AADN03016686
ChrUn_7180000963554	unplaced-scaffold	na	na	AADN03016687.1	=	NW_003767656.1	Primary Assembly	1240	chrUn_AADN03016687
ChrUn_7180000975932	unplaced-scaffold	na	na	AADN03016688.1	=	NW_003777241.1	Primary Assembly	1234	chrUn_AADN03016688
ChrUn_7180000973302	unplaced-scaffold	na	na	AADN03016689.1	=	NW_003774869.1	Primary Assembly	3418	chrUn_AADN03016689
ChrUn_7180000966264	unplaced-scaffold	na	na	AADN03016691.1	=	NW_003769948.1	Primary Assembly	2099	chrUn_AADN03016691
ChrUn_7180000965236	unplaced-scaffold	na	na	AADN03016692.1	=	NW_003769056.1	Primary Assembly	1652	chrUn_AADN03016692
ChrUn_7180000963758	unplaced-scaffold	na	na	AADN03016693.1	=	NW_003767821.1	Primary Assembly	1238	chrUn_AADN03016693
ChrUn_7180000979496	unplaced-scaffold	na	na	AADN03016694.1	=	NW_003779953.1	Primary Assembly	1066	chrUn_AADN03016694
ChrUn_7180000975991	unplaced-scaffold	na	na	AADN03016695.1	=	NW_003777294.1	Primary Assembly	1295	chrUn_AADN03016695
ChrUn_7180000976278	unplaced-scaffold	na	na	AADN03016696.1	=	NW_003777565.1	Primary Assembly	1050	chrUn_AADN03016696
ChrUn_7180000973288	unplaced-scaffold	na	na	AADN03016697.1	=	NW_003774857.1	Primary Assembly	1019	chrUn_AADN03016697
ChrUn_7180000977138	unplaced-scaffold	na	na	AADN03016698.1	=	NW_003778362.1	Primary Assembly	1033	chrUn_AADN03016698
ChrUn_7180000978498	unplaced-scaffold	na	na	AADN03016699.1	=	NW_003779382.1	Primary Assembly	1079	chrUn_AADN03016699
ChrUn_7180000977193	unplaced-scaffold	na	na	AADN03016700.1	=	NW_003778411.1	Primary Assembly	1287	chrUn_AADN03016700
ChrUn_7180000975682	unplaced-scaffold	na	na	AADN03016702.1	=	NW_003777000.1	Primary Assembly	1214	chrUn_AADN03016702
ChrUn_7180000965688	unplaced-scaffold	na	na	AADN03016703.1	=	NW_003769450.1	Primary Assembly	1016	chrUn_AADN03016703
ChrUn_7180000967500	unplaced-scaffold	na	na	AADN03016707.1	=	NW_003771012.1	Primary Assembly	1307	chrUn_AADN03016707
ChrUn_7180000965494	unplaced-scaffold	na	na	AADN03016708.1	=	NW_003769289.1	Primary Assembly	1061	chrUn_AADN03016708
ChrUn_7180000969585	unplaced-scaffold	na	na	AADN03016709.1	=	NW_003772289.1	Primary Assembly	1421	chrUn_AADN03016709
ChrUn_7180000965634	unplaced-scaffold	na	na	AADN03016710.1	=	NW_003769406.1	Primary Assembly	1164	chrUn_AADN03016710
ChrUn_7180000965119	unplaced-scaffold	na	na	AADN03016711.1	=	NW_003768956.1	Primary Assembly	1049	chrUn_AADN03016711
ChrUn_7180000970828	unplaced-scaffold	na	na	AADN03016712.1	=	NW_003772752.1	Primary Assembly	1177	chrUn_AADN03016712
ChrUn_7180000962738	unplaced-scaffold	na	na	AADN03016713.1	=	NW_003767051.1	Primary Assembly	1010	chrUn_AADN03016713
ChrUn_7180000975534	unplaced-scaffold	na	na	AADN03016715.1	=	NW_003776861.1	Primary Assembly	1470	chrUn_AADN03016715
ChrUn_7180000976138	unplaced-scaffold	na	na	AADN03016716.1	=	NW_003777433.1	Primary Assembly	1245	chrUn_AADN03016716
ChrUn_7180000969988	unplaced-scaffold	na	na	AADN03016717.1	=	NW_003772412.1	Primary Assembly	1054	chrUn_AADN03016717
ChrUn_7180000977290	unplaced-scaffold	na	na	AADN03016720.1	=	NW_003778505.1	Primary Assembly	1142	chrUn_AADN03016720
ChrUn_7180000975981	unplaced-scaffold	na	na	AADN03016721.1	=	NW_003777284.1	Primary Assembly	1055	chrUn_AADN03016721
