# Assembly name:  Gallus_gallus-5.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  RJF #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2015-12-16
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN04
# Assembly method: MHAP/PBcR v. 8.2beta
# Genome coverage: 70x
# Sequencing technology: Sanger; 454; Illumina; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002315.3
# RefSeq assembly accession: GCF_000002315.4
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.3	GCF_000000185.3	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chrUn_Scaffold8789	unplaced-scaffold	na	na	AADN04008166.1	=	NT_469132.1	Primary Assembly	10367	na
chrUn_Scaffold8790	unplaced-scaffold	na	na	AADN04008167.1	=	NT_469133.1	Primary Assembly	10364	na
chrUn_Scaffold8791	unplaced-scaffold	na	na	AADN04008168.1	=	NT_469134.1	Primary Assembly	10365	na
chrUn_Scaffold8792	unplaced-scaffold	na	na	AADN04008169.1	=	NT_469135.1	Primary Assembly	10356	na
chrUn_Scaffold8793	unplaced-scaffold	na	na	AADN04008170.1	=	NT_469136.1	Primary Assembly	10363	na
chrUn_Scaffold8794	unplaced-scaffold	na	na	AADN04008171.1	=	NT_469137.1	Primary Assembly	10361	na
chrUn_Scaffold8796	unplaced-scaffold	na	na	AADN04008173.1	=	NT_469138.1	Primary Assembly	10361	na
chrUn_Scaffold8798	unplaced-scaffold	na	na	AADN04008174.1	=	NT_469139.1	Primary Assembly	10361	na
chrUn_Scaffold8799	unplaced-scaffold	na	na	AADN04008175.1	=	NT_469140.1	Primary Assembly	10355	na
chrUn_Scaffold8800	unplaced-scaffold	na	na	AADN04008176.1	=	NT_469141.1	Primary Assembly	10355	na
chrUn_Scaffold8802	unplaced-scaffold	na	na	AADN04008178.1	=	NT_469142.1	Primary Assembly	10354	na
chrUn_Scaffold8803	unplaced-scaffold	na	na	AADN04008179.1	=	NT_469143.1	Primary Assembly	10355	na
chrUn_Scaffold8804	unplaced-scaffold	na	na	AADN04008180.1	=	NT_469144.1	Primary Assembly	10356	na
chrUn_Scaffold8805	unplaced-scaffold	na	na	AADN04008181.1	=	NT_469145.1	Primary Assembly	10353	na
chrUn_Scaffold8807	unplaced-scaffold	na	na	AADN04008183.1	=	NT_469146.1	Primary Assembly	10352	na
chrUn_Scaffold8808	unplaced-scaffold	na	na	AADN04008184.1	=	NT_469147.1	Primary Assembly	10352	na
chrUn_Scaffold8809	unplaced-scaffold	na	na	AADN04008185.1	=	NT_469148.1	Primary Assembly	10352	na
chrUn_Scaffold8810	unplaced-scaffold	na	na	AADN04008186.1	=	NT_469149.1	Primary Assembly	10351	na
chrUn_Scaffold8812	unplaced-scaffold	na	na	AADN04008188.1	=	NT_469150.1	Primary Assembly	10350	na
chrUn_Scaffold8813	unplaced-scaffold	na	na	AADN04008189.1	=	NT_469151.1	Primary Assembly	10349	na
chrUn_Scaffold8814	unplaced-scaffold	na	na	AADN04008190.1	=	NT_469152.1	Primary Assembly	10355	na
chrUn_Scaffold8815	unplaced-scaffold	na	na	AADN04008191.1	=	NT_469153.1	Primary Assembly	10349	na
chrUn_Scaffold8817	unplaced-scaffold	na	na	AADN04008193.1	=	NT_469154.1	Primary Assembly	10348	na
chrUn_Scaffold8818	unplaced-scaffold	na	na	AADN04008194.1	=	NT_469155.1	Primary Assembly	10347	na
chrUn_Scaffold8820	unplaced-scaffold	na	na	AADN04008196.1	=	NT_469156.1	Primary Assembly	10346	na
chrUn_Scaffold8822	unplaced-scaffold	na	na	AADN04008198.1	=	NT_469157.1	Primary Assembly	10347	na
chrUn_Scaffold8823	unplaced-scaffold	na	na	AADN04008199.1	=	NT_469158.1	Primary Assembly	10345	na
chrUn_Scaffold8824	unplaced-scaffold	na	na	AADN04008200.1	=	NT_469159.1	Primary Assembly	10345	na
chrUn_Scaffold8825	unplaced-scaffold	na	na	AADN04008201.1	=	NT_469160.1	Primary Assembly	10349	na
chrUn_Scaffold8826	unplaced-scaffold	na	na	AADN04008202.1	=	NT_469161.1	Primary Assembly	10344	na
chrUn_Scaffold8827	unplaced-scaffold	na	na	AADN04008203.1	=	NT_469162.1	Primary Assembly	10344	na
chrUn_Scaffold8828	unplaced-scaffold	na	na	AADN04008204.1	=	NT_469163.1	Primary Assembly	10344	na
chrUn_Scaffold8829	unplaced-scaffold	na	na	AADN04008205.1	=	NT_469164.1	Primary Assembly	10340	na
chrUn_Scaffold8830	unplaced-scaffold	na	na	AADN04008206.1	=	NT_469165.1	Primary Assembly	10337	na
chrUn_Scaffold8831	unplaced-scaffold	na	na	AADN04008207.1	=	NT_469166.1	Primary Assembly	10337	na
chrUn_Scaffold8833	unplaced-scaffold	na	na	AADN04008209.1	=	NT_469167.1	Primary Assembly	10335	na
chrUn_Scaffold8834	unplaced-scaffold	na	na	AADN04008210.1	=	NT_469168.1	Primary Assembly	10335	na
chrUn_Scaffold8835	unplaced-scaffold	na	na	AADN04008211.1	=	NT_469169.1	Primary Assembly	10333	na
chrUn_Scaffold8838	unplaced-scaffold	na	na	AADN04008213.1	=	NT_469170.1	Primary Assembly	10330	na
chrUn_Scaffold8839	unplaced-scaffold	na	na	AADN04008214.1	=	NT_469171.1	Primary Assembly	10330	na
chrUn_Scaffold8841	unplaced-scaffold	na	na	AADN04008216.1	=	NT_469172.1	Primary Assembly	10328	na
chrUn_Scaffold8842	unplaced-scaffold	na	na	AADN04008217.1	=	NT_469173.1	Primary Assembly	10328	na
chrUn_Scaffold8843	unplaced-scaffold	na	na	AADN04008218.1	=	NT_469174.1	Primary Assembly	10327	na
chrUn_Scaffold8844	unplaced-scaffold	na	na	AADN04008219.1	=	NT_469175.1	Primary Assembly	10326	na
chrUn_Scaffold8845	unplaced-scaffold	na	na	AADN04008220.1	=	NT_469176.1	Primary Assembly	10325	na
chrUn_Scaffold8849	unplaced-scaffold	na	na	AADN04008223.1	=	NT_469177.1	Primary Assembly	10321	na
chrUn_Scaffold8850	unplaced-scaffold	na	na	AADN04008224.1	=	NT_469178.1	Primary Assembly	10322	na
chrUn_Scaffold8855	unplaced-scaffold	na	na	AADN04008231.1	=	NT_469180.1	Primary Assembly	10315	na
chrUn_Scaffold8856	unplaced-scaffold	na	na	AADN04008232.1	=	NT_469181.1	Primary Assembly	10314	na
chrUn_Scaffold8857	unplaced-scaffold	na	na	AADN04008233.1	=	NT_469182.1	Primary Assembly	10314	na
chrUn_Scaffold8858	unplaced-scaffold	na	na	AADN04008234.1	=	NT_469183.1	Primary Assembly	10313	na
chrUn_Scaffold8859	unplaced-scaffold	na	na	AADN04008235.1	=	NT_469184.1	Primary Assembly	10315	na
chrUn_Scaffold8862	unplaced-scaffold	na	na	AADN04008239.1	=	NT_469186.1	Primary Assembly	10308	na
chrUn_Scaffold8865	unplaced-scaffold	na	na	AADN04008242.1	=	NT_469187.1	Primary Assembly	10303	na
chrUn_Scaffold8866	unplaced-scaffold	na	na	AADN04008243.1	=	NT_469188.1	Primary Assembly	10301	na
chrUn_Scaffold8876	unplaced-scaffold	na	na	AADN04008253.1	=	NT_469189.1	Primary Assembly	10293	na
chrUn_Scaffold8877	unplaced-scaffold	na	na	AADN04008254.1	=	NT_469190.1	Primary Assembly	10297	na
chrUn_Scaffold8878	unplaced-scaffold	na	na	AADN04008255.1	=	NT_469191.1	Primary Assembly	10306	na
chrUn_Scaffold8880	unplaced-scaffold	na	na	AADN04008257.1	=	NT_469192.1	Primary Assembly	10291	na
chrUn_Scaffold8881	unplaced-scaffold	na	na	AADN04008258.1	=	NT_469193.1	Primary Assembly	10287	na
chrUn_Scaffold8885	unplaced-scaffold	na	na	AADN04008262.1	=	NT_469194.1	Primary Assembly	10283	na
chrUn_Scaffold8887	unplaced-scaffold	na	na	AADN04008264.1	=	NT_469195.1	Primary Assembly	10284	na
chrUn_Scaffold8888	unplaced-scaffold	na	na	AADN04008265.1	=	NT_469196.1	Primary Assembly	10283	na
chrUn_Scaffold8889	unplaced-scaffold	na	na	AADN04008266.1	=	NT_469197.1	Primary Assembly	10281	na
chrUn_Scaffold8890	unplaced-scaffold	na	na	AADN04008267.1	=	NT_469198.1	Primary Assembly	10281	na
chrUn_Scaffold8891	unplaced-scaffold	na	na	AADN04008268.1	=	NT_469199.1	Primary Assembly	10279	na
chrUn_Scaffold8892	unplaced-scaffold	na	na	AADN04008269.1	=	NT_469200.1	Primary Assembly	10279	na
chrUn_Scaffold8893	unplaced-scaffold	na	na	AADN04008270.1	=	NT_469201.1	Primary Assembly	10279	na
chrUn_Scaffold8894	unplaced-scaffold	na	na	AADN04008271.1	=	NT_469202.1	Primary Assembly	10278	na
chrUn_Scaffold8895	unplaced-scaffold	na	na	AADN04008272.1	=	NT_469203.1	Primary Assembly	10278	na
chrUn_Scaffold8897	unplaced-scaffold	na	na	AADN04008274.1	=	NT_469204.1	Primary Assembly	10274	na
chrUn_Scaffold8899	unplaced-scaffold	na	na	AADN04008276.1	=	NT_469205.1	Primary Assembly	10277	na
chrUn_Scaffold8901	unplaced-scaffold	na	na	AADN04008278.1	=	NT_469206.1	Primary Assembly	10291	na
chrUn_Scaffold8902	unplaced-scaffold	na	na	AADN04008279.1	=	NT_469207.1	Primary Assembly	10275	na
chrUn_Scaffold8905	unplaced-scaffold	na	na	AADN04008281.1	=	NT_469208.1	Primary Assembly	10274	na
chrUn_Scaffold8906	unplaced-scaffold	na	na	AADN04008282.1	=	NT_469209.1	Primary Assembly	10273	na
chrUn_Scaffold8907	unplaced-scaffold	na	na	AADN04008283.1	=	NT_469210.1	Primary Assembly	10273	na
chrUn_Scaffold8908	unplaced-scaffold	na	na	AADN04008284.1	=	NT_469211.1	Primary Assembly	10282	na
chrUn_Scaffold8909	unplaced-scaffold	na	na	AADN04008285.1	=	NT_469212.1	Primary Assembly	10270	na
chrUn_Scaffold8910	unplaced-scaffold	na	na	AADN04008286.1	=	NT_469213.1	Primary Assembly	10273	na
chrUn_Scaffold8911	unplaced-scaffold	na	na	AADN04008287.1	=	NT_469214.1	Primary Assembly	10271	na
chrUn_Scaffold8913	unplaced-scaffold	na	na	AADN04008288.1	=	NT_469215.1	Primary Assembly	10266	na
chrUn_Scaffold8914	unplaced-scaffold	na	na	AADN04008289.1	=	NT_469216.1	Primary Assembly	10266	na
chrUn_Scaffold8915	unplaced-scaffold	na	na	AADN04008290.1	=	NT_469217.1	Primary Assembly	10263	na
chrUn_Scaffold8916	unplaced-scaffold	na	na	AADN04008291.1	=	NT_469218.1	Primary Assembly	10265	na
chrUn_Scaffold8919	unplaced-scaffold	na	na	AADN04008293.1	=	NT_469219.1	Primary Assembly	10258	na
chrUn_Scaffold8920	unplaced-scaffold	na	na	AADN04008294.1	=	NT_469220.1	Primary Assembly	10271	na
chrUn_Scaffold8923	unplaced-scaffold	na	na	AADN04008297.1	=	NT_469221.1	Primary Assembly	10258	na
chrUn_Scaffold8924	unplaced-scaffold	na	na	AADN04008298.1	=	NT_469222.1	Primary Assembly	10257	na
chrUn_Scaffold8925	unplaced-scaffold	na	na	AADN04008299.1	=	NT_469223.1	Primary Assembly	10257	na
chrUn_Scaffold8927	unplaced-scaffold	na	na	AADN04008302.1	=	NT_469225.1	Primary Assembly	10254	na
chrUn_Scaffold8929	unplaced-scaffold	na	na	AADN04008304.1	=	NT_469226.1	Primary Assembly	10252	na
chrUn_Scaffold8931	unplaced-scaffold	na	na	AADN04008306.1	=	NT_469227.1	Primary Assembly	10253	na
chrUn_Scaffold8932	unplaced-scaffold	na	na	AADN04008307.1	=	NT_469228.1	Primary Assembly	10239	na
chrUn_Scaffold8933	unplaced-scaffold	na	na	AADN04008308.1	=	NT_469229.1	Primary Assembly	10247	na
chrUn_Scaffold8938	unplaced-scaffold	na	na	AADN04008312.1	=	NT_469230.1	Primary Assembly	10243	na
chrUn_Scaffold8939	unplaced-scaffold	na	na	AADN04008313.1	=	NT_469231.1	Primary Assembly	10237	na
chrUn_Scaffold8941	unplaced-scaffold	na	na	AADN04008315.1	=	NT_469232.1	Primary Assembly	10237	na
chrUn_Scaffold8942	unplaced-scaffold	na	na	AADN04008316.1	=	NT_469233.1	Primary Assembly	10235	na
chrUn_Scaffold8943	unplaced-scaffold	na	na	AADN04008317.1	=	NT_469234.1	Primary Assembly	10233	na
chrUn_Scaffold8944	unplaced-scaffold	na	na	AADN04008318.1	=	NT_469235.1	Primary Assembly	10231	na
chrUn_Scaffold8945	unplaced-scaffold	na	na	AADN04008319.1	=	NT_469236.1	Primary Assembly	10223	na
chrUn_Scaffold8946	unplaced-scaffold	na	na	AADN04008320.1	=	NT_469237.1	Primary Assembly	10228	na
chrUn_Scaffold8948	unplaced-scaffold	na	na	AADN04008321.1	=	NT_469238.1	Primary Assembly	10226	na
chrUn_Scaffold8949	unplaced-scaffold	na	na	AADN04008322.1	=	NT_469239.1	Primary Assembly	10226	na
chrUn_Scaffold8950	unplaced-scaffold	na	na	AADN04008323.1	=	NT_469240.1	Primary Assembly	10229	na
chrUn_Scaffold8951	unplaced-scaffold	na	na	AADN04008324.1	=	NT_469241.1	Primary Assembly	10233	na
chrUn_Scaffold8952	unplaced-scaffold	na	na	AADN04008325.1	=	NT_469242.1	Primary Assembly	10220	na
chrUn_Scaffold8953	unplaced-scaffold	na	na	AADN04008326.1	=	NT_469243.1	Primary Assembly	10217	na
chrUn_Scaffold8954	unplaced-scaffold	na	na	AADN04008327.1	=	NT_469244.1	Primary Assembly	10220	na
chrUn_Scaffold8955	unplaced-scaffold	na	na	AADN04008328.1	=	NT_469245.1	Primary Assembly	10218	na
chrUn_Scaffold8956	unplaced-scaffold	na	na	AADN04008329.1	=	NT_469246.1	Primary Assembly	10217	na
chrUn_Scaffold8957	unplaced-scaffold	na	na	AADN04008330.1	=	NT_469247.1	Primary Assembly	10219	na
chrUn_Scaffold8958	unplaced-scaffold	na	na	AADN04008331.1	=	NT_469248.1	Primary Assembly	10213	na
chrUn_Scaffold8959	unplaced-scaffold	na	na	AADN04008332.1	=	NT_469249.1	Primary Assembly	10212	na
chrUn_Scaffold8960	unplaced-scaffold	na	na	AADN04008333.1	=	NT_469250.1	Primary Assembly	10213	na
chrUn_Scaffold8961	unplaced-scaffold	na	na	AADN04008334.1	=	NT_469251.1	Primary Assembly	10212	na
chrUn_Scaffold8963	unplaced-scaffold	na	na	AADN04008335.1	=	NT_469252.1	Primary Assembly	10208	na
chrUn_Scaffold8964	unplaced-scaffold	na	na	AADN04008336.1	=	NT_469253.1	Primary Assembly	10208	na
chrUn_Scaffold8966	unplaced-scaffold	na	na	AADN04008338.1	=	NT_469254.1	Primary Assembly	10205	na
chrUn_Scaffold8967	unplaced-scaffold	na	na	AADN04008339.1	=	NT_469255.1	Primary Assembly	10206	na
chrUn_Scaffold8968	unplaced-scaffold	na	na	AADN04008340.1	=	NT_469256.1	Primary Assembly	10212	na
chrUn_Scaffold8970	unplaced-scaffold	na	na	AADN04008342.1	=	NT_469257.1	Primary Assembly	10214	na
chrUn_Scaffold8971	unplaced-scaffold	na	na	AADN04008343.1	=	NT_469258.1	Primary Assembly	10204	na
chrUn_Scaffold8972	unplaced-scaffold	na	na	AADN04008344.1	=	NT_469259.1	Primary Assembly	10203	na
chrUn_Scaffold8973	unplaced-scaffold	na	na	AADN04008345.1	=	NT_469260.1	Primary Assembly	10294	na
chrUn_Scaffold8974	unplaced-scaffold	na	na	AADN04008346.1	=	NT_469261.1	Primary Assembly	10202	na
chrUn_Scaffold8975	unplaced-scaffold	na	na	AADN04008347.1	=	NT_469262.1	Primary Assembly	10202	na
chrUn_Scaffold8976	unplaced-scaffold	na	na	AADN04008348.1	=	NT_469263.1	Primary Assembly	10202	na
chrUn_Scaffold8977	unplaced-scaffold	na	na	AADN04008349.1	=	NT_469264.1	Primary Assembly	10202	na
chrUn_Scaffold8978	unplaced-scaffold	na	na	AADN04008350.1	=	NT_469265.1	Primary Assembly	10203	na
chrUn_Scaffold8979	unplaced-scaffold	na	na	AADN04008351.1	=	NT_469266.1	Primary Assembly	10201	na
chrUn_Scaffold8980	unplaced-scaffold	na	na	AADN04008352.1	=	NT_469267.1	Primary Assembly	10206	na
chrUn_Scaffold8981	unplaced-scaffold	na	na	AADN04008353.1	=	NT_469268.1	Primary Assembly	10200	na
chrUn_Scaffold8982	unplaced-scaffold	na	na	AADN04008354.1	=	NT_469269.1	Primary Assembly	10199	na
chrUn_Scaffold8983	unplaced-scaffold	na	na	AADN04008355.1	=	NT_469270.1	Primary Assembly	10196	na
chrUn_Scaffold8984	unplaced-scaffold	na	na	AADN04008356.1	=	NT_469271.1	Primary Assembly	10195	na
chrUn_Scaffold8986	unplaced-scaffold	na	na	AADN04008358.1	=	NT_469272.1	Primary Assembly	10195	na
chrUn_Scaffold8987	unplaced-scaffold	na	na	AADN04008359.1	=	NT_469273.1	Primary Assembly	10194	na
chrUn_Scaffold8988	unplaced-scaffold	na	na	AADN04008360.1	=	NT_469274.1	Primary Assembly	10194	na
chrUn_Scaffold8989	unplaced-scaffold	na	na	AADN04008361.1	=	NT_469275.1	Primary Assembly	10194	na
chrUn_Scaffold8990	unplaced-scaffold	na	na	AADN04008362.1	=	NT_469276.1	Primary Assembly	10210	na
chrUn_Scaffold8991	unplaced-scaffold	na	na	AADN04008363.1	=	NT_469277.1	Primary Assembly	10184	na
chrUn_Scaffold8992	unplaced-scaffold	na	na	AADN04008364.1	=	NT_469278.1	Primary Assembly	10192	na
chrUn_Scaffold8994	unplaced-scaffold	na	na	AADN04008366.1	=	NT_469279.1	Primary Assembly	10192	na
chrUn_Scaffold8996	unplaced-scaffold	na	na	AADN04008367.1	=	NT_469280.1	Primary Assembly	10196	na
chrUn_Scaffold8999	unplaced-scaffold	na	na	AADN04008370.1	=	NT_469281.1	Primary Assembly	10188	na
chrUn_Scaffold9001	unplaced-scaffold	na	na	AADN04008372.1	=	NT_469282.1	Primary Assembly	10189	na
chrUn_Scaffold9005	unplaced-scaffold	na	na	AADN04008376.1	=	NT_469283.1	Primary Assembly	10188	na
chrUn_Scaffold9008	unplaced-scaffold	na	na	AADN04008378.1	=	NT_469284.1	Primary Assembly	10178	na
chrUn_Scaffold9011	unplaced-scaffold	na	na	AADN04008380.1	=	NT_469285.1	Primary Assembly	10175	na
chrUn_Scaffold9012	unplaced-scaffold	na	na	AADN04008381.1	=	NT_469286.1	Primary Assembly	10174	na
chrUn_Scaffold9013	unplaced-scaffold	na	na	AADN04008382.1	=	NT_469287.1	Primary Assembly	10176	na
chrUn_Scaffold9014	unplaced-scaffold	na	na	AADN04008383.1	=	NT_469288.1	Primary Assembly	10180	na
chrUn_Scaffold9015	unplaced-scaffold	na	na	AADN04008384.1	=	NT_469289.1	Primary Assembly	10173	na
chrUn_Scaffold9018	unplaced-scaffold	na	na	AADN04008386.1	=	NT_469290.1	Primary Assembly	10172	na
chrUn_Scaffold9020	unplaced-scaffold	na	na	AADN04008387.1	=	NT_469291.1	Primary Assembly	10170	na
chrUn_Scaffold9021	unplaced-scaffold	na	na	AADN04008388.1	=	NT_469292.1	Primary Assembly	10169	na
chrUn_Scaffold9022	unplaced-scaffold	na	na	AADN04008389.1	=	NT_469293.1	Primary Assembly	10168	na
chrUn_Scaffold9024	unplaced-scaffold	na	na	AADN04008391.1	=	NT_469294.1	Primary Assembly	10167	na
chrUn_Scaffold9026	unplaced-scaffold	na	na	AADN04008393.1	=	NT_469295.1	Primary Assembly	10164	na
chrUn_Scaffold9027	unplaced-scaffold	na	na	AADN04008394.1	=	NT_469296.1	Primary Assembly	10163	na
chrUn_Scaffold9028	unplaced-scaffold	na	na	AADN04008395.1	=	NT_469297.1	Primary Assembly	10164	na
chrUn_Scaffold9029	unplaced-scaffold	na	na	AADN04008396.1	=	NT_469298.1	Primary Assembly	10170	na
chrUn_Scaffold9030	unplaced-scaffold	na	na	AADN04008397.1	=	NT_469299.1	Primary Assembly	10161	na
chrUn_Scaffold9033	unplaced-scaffold	na	na	AADN04008400.1	=	NT_469300.1	Primary Assembly	10159	na
chrUn_Scaffold9034	unplaced-scaffold	na	na	AADN04008401.1	=	NT_469301.1	Primary Assembly	10156	na
chrUn_Scaffold9035	unplaced-scaffold	na	na	AADN04008402.1	=	NT_469302.1	Primary Assembly	10169	na
chrUn_Scaffold9036	unplaced-scaffold	na	na	AADN04008403.1	=	NT_469303.1	Primary Assembly	10157	na
chrUn_Scaffold9039	unplaced-scaffold	na	na	AADN04008406.1	=	NT_469304.1	Primary Assembly	10156	na
chrUn_Scaffold9040	unplaced-scaffold	na	na	AADN04008407.1	=	NT_469305.1	Primary Assembly	10148	na
chrUn_Scaffold9041	unplaced-scaffold	na	na	AADN04008408.1	=	NT_469306.1	Primary Assembly	10151	na
chrUn_Scaffold9042	unplaced-scaffold	na	na	AADN04008409.1	=	NT_469307.1	Primary Assembly	10151	na
chrUn_Scaffold9045	unplaced-scaffold	na	na	AADN04008411.1	=	NT_469308.1	Primary Assembly	10139	na
chrUn_Scaffold9046	unplaced-scaffold	na	na	AADN04008412.1	=	NT_469309.1	Primary Assembly	10148	na
chrUn_Scaffold9047	unplaced-scaffold	na	na	AADN04008413.1	=	NT_469310.1	Primary Assembly	10147	na
chrUn_Scaffold9048	unplaced-scaffold	na	na	AADN04008414.1	=	NT_469311.1	Primary Assembly	10147	na
chrUn_Scaffold9050	unplaced-scaffold	na	na	AADN04008417.1	=	NT_469312.1	Primary Assembly	10157	na
chrUn_Scaffold9052	unplaced-scaffold	na	na	AADN04008419.1	=	NT_469313.1	Primary Assembly	10143	na
chrUn_Scaffold9053	unplaced-scaffold	na	na	AADN04008420.1	=	NT_469314.1	Primary Assembly	10148	na
chrUn_Scaffold9058	unplaced-scaffold	na	na	AADN04008425.1	=	NT_469316.1	Primary Assembly	10140	na
chrUn_Scaffold9061	unplaced-scaffold	na	na	AADN04008427.1	=	NT_469317.1	Primary Assembly	10140	na
chrUn_Scaffold9062	unplaced-scaffold	na	na	AADN04008428.1	=	NT_469318.1	Primary Assembly	10127	na
chrUn_Scaffold9063	unplaced-scaffold	na	na	AADN04008429.1	=	NT_469319.1	Primary Assembly	10135	na
chrUn_Scaffold9064	unplaced-scaffold	na	na	AADN04008430.1	=	NT_469320.1	Primary Assembly	10135	na
chrUn_Scaffold9065	unplaced-scaffold	na	na	AADN04008431.1	=	NT_469321.1	Primary Assembly	10139	na
chrUn_Scaffold9066	unplaced-scaffold	na	na	AADN04008432.1	=	NT_469322.1	Primary Assembly	10138	na
chrUn_Scaffold9067	unplaced-scaffold	na	na	AADN04008433.1	=	NT_469323.1	Primary Assembly	10134	na
chrUn_Scaffold9068	unplaced-scaffold	na	na	AADN04008434.1	=	NT_469324.1	Primary Assembly	10132	na
chrUn_Scaffold9071	unplaced-scaffold	na	na	AADN04008437.1	=	NT_469325.1	Primary Assembly	10142	na
chrUn_Scaffold9072	unplaced-scaffold	na	na	AADN04008438.1	=	NT_469326.1	Primary Assembly	10129	na
chrUn_Scaffold9074	unplaced-scaffold	na	na	AADN04008440.1	=	NT_469327.1	Primary Assembly	10129	na
chrUn_Scaffold9076	unplaced-scaffold	na	na	AADN04008442.1	=	NT_469328.1	Primary Assembly	10127	na
chrUn_Scaffold9078	unplaced-scaffold	na	na	AADN04008444.1	=	NT_469329.1	Primary Assembly	10126	na
chrUn_Scaffold9083	unplaced-scaffold	na	na	AADN04008448.1	=	NT_469330.1	Primary Assembly	10121	na
chrUn_Scaffold9085	unplaced-scaffold	na	na	AADN04008449.1	=	NT_469331.1	Primary Assembly	10121	na
chrUn_Scaffold9086	unplaced-scaffold	na	na	AADN04008450.1	=	NT_469332.1	Primary Assembly	10120	na
chrUn_Scaffold9087	unplaced-scaffold	na	na	AADN04008451.1	=	NT_469333.1	Primary Assembly	10120	na
chrUn_Scaffold9090	unplaced-scaffold	na	na	AADN04008454.1	=	NT_469334.1	Primary Assembly	10118	na
chrUn_Scaffold9091	unplaced-scaffold	na	na	AADN04008455.1	=	NT_469335.1	Primary Assembly	10118	na
chrUn_Scaffold9095	unplaced-scaffold	na	na	AADN04008459.1	=	NT_469336.1	Primary Assembly	10114	na
chrUn_Scaffold9097	unplaced-scaffold	na	na	AADN04008461.1	=	NT_469337.1	Primary Assembly	10111	na
chrUn_Scaffold9099	unplaced-scaffold	na	na	AADN04008463.1	=	NT_469338.1	Primary Assembly	10114	na
chrUn_Scaffold9100	unplaced-scaffold	na	na	AADN04008464.1	=	NT_469339.1	Primary Assembly	10109	na
chrUn_Scaffold9101	unplaced-scaffold	na	na	AADN04008465.1	=	NT_469340.1	Primary Assembly	10108	na
chrUn_Scaffold9104	unplaced-scaffold	na	na	AADN04008468.1	=	NT_469341.1	Primary Assembly	10110	na
chrUn_Scaffold9105	unplaced-scaffold	na	na	AADN04008469.1	=	NT_469342.1	Primary Assembly	10106	na
chrUn_Scaffold9106	unplaced-scaffold	na	na	AADN04008470.1	=	NT_469343.1	Primary Assembly	10105	na
chrUn_Scaffold9107	unplaced-scaffold	na	na	AADN04008471.1	=	NT_469344.1	Primary Assembly	10102	na
chrUn_Scaffold9108	unplaced-scaffold	na	na	AADN04008472.1	=	NT_469345.1	Primary Assembly	10102	na
chrUn_Scaffold9109	unplaced-scaffold	na	na	AADN04008473.1	=	NT_469346.1	Primary Assembly	10102	na
chrUn_Scaffold9110	unplaced-scaffold	na	na	AADN04008474.1	=	NT_469347.1	Primary Assembly	10100	na
chrUn_Scaffold9111	unplaced-scaffold	na	na	AADN04008475.1	=	NT_469348.1	Primary Assembly	10101	na
chrUn_Scaffold9112	unplaced-scaffold	na	na	AADN04008476.1	=	NT_469349.1	Primary Assembly	10099	na
chrUn_Scaffold9113	unplaced-scaffold	na	na	AADN04008477.1	=	NT_469350.1	Primary Assembly	10110	na
chrUn_Scaffold9114	unplaced-scaffold	na	na	AADN04008478.1	=	NT_469351.1	Primary Assembly	10097	na
chrUn_Scaffold9115	unplaced-scaffold	na	na	AADN04008479.1	=	NT_469352.1	Primary Assembly	10095	na
chrUn_Scaffold9119	unplaced-scaffold	na	na	AADN04008483.1	=	NT_469353.1	Primary Assembly	10093	na
chrUn_Scaffold9120	unplaced-scaffold	na	na	AADN04008484.1	=	NT_469354.1	Primary Assembly	10091	na
chrUn_Scaffold9121	unplaced-scaffold	na	na	AADN04008485.1	=	NT_469355.1	Primary Assembly	10092	na
chrUn_Scaffold9122	unplaced-scaffold	na	na	AADN04008486.1	=	NT_469356.1	Primary Assembly	10090	na
chrUn_Scaffold9123	unplaced-scaffold	na	na	AADN04008487.1	=	NT_469357.1	Primary Assembly	10089	na
chrUn_Scaffold9125	unplaced-scaffold	na	na	AADN04008489.1	=	NT_469358.1	Primary Assembly	10095	na
chrUn_Scaffold9126	unplaced-scaffold	na	na	AADN04008490.1	=	NT_469359.1	Primary Assembly	10085	na
chrUn_Scaffold9127	unplaced-scaffold	na	na	AADN04008491.1	=	NT_469360.1	Primary Assembly	10083	na
chrUn_Scaffold9128	unplaced-scaffold	na	na	AADN04008492.1	=	NT_469361.1	Primary Assembly	10082	na
